from,to,value,type,lng1,lat1,lng2,lat2
拉萨,北京,2.05,move_out,91.111891,29.662557,116.395645,39.929986
拉萨,北京,0.69,move_in,91.111891,29.662557,116.395645,39.929986
那曲,北京,0.16,move_in,92.067018,31.48068,116.395645,39.929986
日喀则,北京,1.06,move_out,88.891486,29.269023,116.395645,39.929986
日喀则,北京,0.43,move_in,88.891486,29.269023,116.395645,39.929986
昆明,北京,0.37,move_in,102.714601,25.049153,116.395645,39.929986
普洱,北京,0.08,move_out,100.980058,22.788778,116.395645,39.929986
普洱,北京,0.16,move_in,100.980058,22.788778,116.395645,39.929986
西双版纳,北京,0.5,move_out,100.803038,22.009433,116.395645,39.929986
西双版纳,北京,0.36,move_in,100.803038,22.009433,116.395645,39.929986
临沧,北京,0.24,move_in,100.092613,23.887806,116.395645,39.929986
大理,北京,0.34,move_out,100.223675,25.5969,116.395645,39.929986
大理,北京,0.47,move_in,100.223675,25.5969,116.395645,39.929986
保山,北京,0.28,move_out,99.177996,25.120489,116.395645,39.929986
保山,北京,0.22,move_in,99.177996,25.120489,116.395645,39.929986
丽江,北京,0.72,move_out,100.229628,26.875351,116.395645,39.929986
丽江,北京,0.7,move_in,100.229628,26.875351,116.395645,39.929986
德宏,北京,0.16,move_out,98.589434,24.44124,116.395645,39.929986
德宏,北京,0.3,move_in,98.589434,24.44124,116.395645,39.929986
张掖,北京,0.74,move_out,100.459892,38.93932,116.395645,39.929986
张掖,北京,0.79,move_in,100.459892,38.93932,116.395645,39.929986
武威,北京,0.64,move_out,102.640147,37.933172,116.395645,39.929986
武威,北京,0.78,move_in,102.640147,37.933172,116.395645,39.929986
三亚,北京,3.28,move_out,109.522771,18.257776,116.395645,39.929986
三亚,北京,1.96,move_in,109.522771,18.257776,116.395645,39.929986
鄂州,北京,0.54,move_out,114.895594,30.384439,116.395645,39.929986
乌海,北京,2.37,move_out,106.831999,39.683177,116.395645,39.929986
乌海,北京,1.37,move_in,106.831999,39.683177,116.395645,39.929986
莱芜,北京,2.56,move_out,117.684667,36.233654,116.395645,39.929986
莱芜,北京,1.24,move_in,117.684667,36.233654,116.395645,39.929986
海口,北京,0.58,move_out,110.330802,20.022071,116.395645,39.929986
海口,北京,0.53,move_in,110.330802,20.022071,116.395645,39.929986
蚌埠,北京,1.03,move_out,117.35708,32.929499,116.395645,39.929986
蚌埠,北京,0.77,move_in,117.35708,32.929499,116.395645,39.929986
济源,北京,2.48,move_out,112.609183,35.073092,116.395645,39.929986
济源,北京,0.94,move_in,112.609183,35.073092,116.395645,39.929986
合肥,北京,1.31,move_out,117.282699,31.866942,116.395645,39.929986
合肥,北京,0.59,move_in,117.282699,31.866942,116.395645,39.929986
阜阳,北京,2.09,move_out,115.820932,32.901211,116.395645,39.929986
阜阳,北京,1.63,move_in,115.820932,32.901211,116.395645,39.929986
安庆,北京,1.47,move_out,117.058739,30.537898,116.395645,39.929986
安庆,北京,1.29,move_in,117.058739,30.537898,116.395645,39.929986
庆阳,北京,1.9,move_out,107.644227,35.726801,116.395645,39.929986
庆阳,北京,1.6,move_in,107.644227,35.726801,116.395645,39.929986
定西,北京,0.49,move_out,104.626638,35.586056,116.395645,39.929986
定西,北京,0.72,move_in,104.626638,35.586056,116.395645,39.929986
珠海,北京,0.67,move_out,113.562447,22.256915,116.395645,39.929986
贵阳,北京,0.59,move_out,106.709177,26.629907,116.395645,39.929986
秦皇岛,北京,28.12,move_out,119.604368,39.945462,116.395645,39.929986
秦皇岛,北京,9.82,move_in,119.604368,39.945462,116.395645,39.929986
沧州,北京,18.17,move_out,116.863806,38.297615,116.395645,39.929986
沧州,北京,8.63,move_in,116.863806,38.297615,116.395645,39.929986
石家庄,北京,18.12,move_out,114.522082,38.048958,116.395645,39.929986
石家庄,北京,4.46,move_in,114.522082,38.048958,116.395645,39.929986
邯郸,北京,21.2,move_out,114.482694,36.609308,116.395645,39.929986
邯郸,北京,8.65,move_in,114.482694,36.609308,116.395645,39.929986
新乡,北京,2.73,move_out,113.91269,35.307258,116.395645,39.929986
新乡,北京,1.52,move_in,113.91269,35.307258,116.395645,39.929986
洛阳,北京,2.98,move_out,112.447525,34.657368,116.395645,39.929986
洛阳,北京,1.47,move_in,112.447525,34.657368,116.395645,39.929986
商丘,北京,3.17,move_out,115.641886,34.438589,116.395645,39.929986
商丘,北京,2.03,move_in,115.641886,34.438589,116.395645,39.929986
许昌,北京,2.34,move_out,113.835312,34.02674,116.395645,39.929986
许昌,北京,1.48,move_in,113.835312,34.02674,116.395645,39.929986
荆州,北京,0.93,move_out,112.241866,30.332591,116.395645,39.929986
长沙,北京,1.38,move_out,112.979353,28.213478,116.395645,39.929986
长沙,北京,0.39,move_in,112.979353,28.213478,116.395645,39.929986
镇江,北京,0.74,move_out,119.455835,32.204409,116.395645,39.929986
南通,北京,1.08,move_out,120.873801,32.014665,116.395645,39.929986
南通,北京,0.79,move_in,120.873801,32.014665,116.395645,39.929986
淮安,北京,0.72,move_out,119.030186,33.606513,116.395645,39.929986
淮安,北京,0.73,move_in,119.030186,33.606513,116.395645,39.929986
南昌,北京,1.66,move_out,115.893528,28.689578,116.395645,39.929986
南昌,北京,0.67,move_in,115.893528,28.689578,116.395645,39.929986
通化,北京,3.94,move_out,125.94265,41.736397,116.395645,39.929986
通化,北京,2.09,move_in,125.94265,41.736397,116.395645,39.929986
锦州,北京,7.48,move_out,121.147749,41.130879,116.395645,39.929986
锦州,北京,3.23,move_in,121.147749,41.130879,116.395645,39.929986
大连,北京,8.27,move_out,121.593478,38.94871,116.395645,39.929986
大连,北京,3.26,move_in,121.593478,38.94871,116.395645,39.929986
乌兰察布,北京,6.82,move_out,113.112846,41.022363,116.395645,39.929986
乌兰察布,北京,4.68,move_in,113.112846,41.022363,116.395645,39.929986
巴彦淖尔,北京,3.64,move_out,107.423807,40.76918,116.395645,39.929986
巴彦淖尔,北京,4.15,move_in,107.423807,40.76918,116.395645,39.929986
渭南,北京,1.2,move_out,109.483933,34.502358,116.395645,39.929986
渭南,北京,0.95,move_in,109.483933,34.502358,116.395645,39.929986
宝鸡,北京,1.46,move_out,107.170645,34.364081,116.395645,39.929986
宝鸡,北京,0.85,move_in,107.170645,34.364081,116.395645,39.929986
枣庄,北京,3.48,move_out,117.279305,34.807883,116.395645,39.929986
枣庄,北京,1.18,move_in,117.279305,34.807883,116.395645,39.929986
日照,北京,3.17,move_out,119.50718,35.420225,116.395645,39.929986
日照,北京,0.96,move_in,119.50718,35.420225,116.395645,39.929986
东营,北京,5.02,move_out,118.583926,37.487121,116.395645,39.929986
东营,北京,1.97,move_in,118.583926,37.487121,116.395645,39.929986
威海,北京,10.77,move_out,122.093958,37.528787,116.395645,39.929986
威海,北京,3.48,move_in,122.093958,37.528787,116.395645,39.929986
太原,北京,5.85,move_out,112.550864,37.890277,116.395645,39.929986
太原,北京,1.77,move_in,112.550864,37.890277,116.395645,39.929986
杭州,北京,1.91,move_out,120.219375,30.259244,116.395645,39.929986
宁波,北京,0.78,move_out,121.579006,29.885259,116.395645,39.929986
中卫,北京,0.66,move_out,105.196754,37.521124,116.395645,39.929986
临夏,北京,0.54,move_in,103.215249,35.598514,116.395645,39.929986
辽源,北京,3.84,move_out,125.133686,42.923303,116.395645,39.929986
辽源,北京,2.84,move_in,125.133686,42.923303,116.395645,39.929986
抚顺,北京,4.23,move_out,123.92982,41.877304,116.395645,39.929986
抚顺,北京,2.19,move_in,123.92982,41.877304,116.395645,39.929986
阿坝,北京,0.14,move_in,102.228565,31.905763,116.395645,39.929986
宜宾,北京,0.26,move_in,104.633019,28.769675,116.395645,39.929986
亳州,北京,1.29,move_out,115.787928,33.871211,116.395645,39.929986
亳州,北京,1.06,move_in,115.787928,33.871211,116.395645,39.929986
廊坊,北京,48.64,move_out,116.703602,39.518611,116.395645,39.929986
廊坊,北京,32.65,move_in,116.703602,39.518611,116.395645,39.929986
厦门,北京,1.97,move_out,118.103886,24.489231,116.395645,39.929986
厦门,北京,0.6,move_in,118.103886,24.489231,116.395645,39.929986
莆田,北京,0.55,move_out,119.077731,25.44845,116.395645,39.929986
天水,北京,1.48,move_out,105.736932,34.584319,116.395645,39.929986
天水,北京,1.18,move_in,105.736932,34.584319,116.395645,39.929986
承德,北京,48.07,move_out,117.933822,40.992521,116.395645,39.929986
承德,北京,24.27,move_in,117.933822,40.992521,116.395645,39.929986
衡水,北京,22.2,move_out,115.686229,37.746929,116.395645,39.929986
衡水,北京,9.94,move_in,115.686229,37.746929,116.395645,39.929986
濮阳,北京,7.66,move_out,115.026627,35.753298,116.395645,39.929986
濮阳,北京,3.69,move_in,115.026627,35.753298,116.395645,39.929986
开封,北京,2.38,move_out,114.351642,34.801854,116.395645,39.929986
开封,北京,1.03,move_in,114.351642,34.801854,116.395645,39.929986
焦作,北京,2.56,move_out,113.211836,35.234608,116.395645,39.929986
焦作,北京,1.52,move_in,113.211836,35.234608,116.395645,39.929986
三门峡,北京,1.81,move_out,111.181262,34.78332,116.395645,39.929986
三门峡,北京,1.19,move_in,111.181262,34.78332,116.395645,39.929986
平顶山,北京,1.9,move_out,113.300849,33.745301,116.395645,39.929986
平顶山,北京,1.53,move_in,113.300849,33.745301,116.395645,39.929986
信阳,北京,5.25,move_out,114.085491,32.128582,116.395645,39.929986
信阳,北京,2.99,move_in,114.085491,32.128582,116.395645,39.929986
鹤壁,北京,4.2,move_out,114.29777,35.755426,116.395645,39.929986
鹤壁,北京,1.73,move_in,114.29777,35.755426,116.395645,39.929986
十堰,北京,1.82,move_out,110.801229,32.636994,116.395645,39.929986
十堰,北京,1.02,move_in,110.801229,32.636994,116.395645,39.929986
荆门,北京,1.01,move_out,112.21733,31.042611,116.395645,39.929986
荆门,北京,0.76,move_in,112.21733,31.042611,116.395645,39.929986
武汉,北京,2.03,move_out,114.3162,30.581084,116.395645,39.929986
武汉,北京,0.78,move_in,114.3162,30.581084,116.395645,39.929986
常德,北京,0.7,move_in,111.653718,29.012149,116.395645,39.929986
盐城,北京,0.86,move_out,120.148872,33.379862,116.395645,39.929986
盐城,北京,1.02,move_in,120.148872,33.379862,116.395645,39.929986
苏州,北京,1.24,move_out,120.619907,31.317987,116.395645,39.929986
本溪,北京,3.49,move_out,123.778062,41.325838,116.395645,39.929986
本溪,北京,1.05,move_in,123.778062,41.325838,116.395645,39.929986
盘锦,北京,5.86,move_out,122.073228,41.141248,116.395645,39.929986
盘锦,北京,2.77,move_in,122.073228,41.141248,116.395645,39.929986
包头,北京,6.69,move_out,109.846239,40.647119,116.395645,39.929986
包头,北京,3.88,move_in,109.846239,40.647119,116.395645,39.929986
阿拉善,北京,2.78,move_out,105.695683,38.843075,116.395645,39.929986
阿拉善,北京,2.61,move_in,105.695683,38.843075,116.395645,39.929986
榆林,北京,1.39,move_out,109.745926,38.279439,116.395645,39.929986
铜川,北京,0.58,move_out,108.968067,34.908368,116.395645,39.929986
铜川,北京,0.42,move_in,108.968067,34.908368,116.395645,39.929986
西安,北京,2.59,move_out,108.953098,34.2778,116.395645,39.929986
西安,北京,0.94,move_in,108.953098,34.2778,116.395645,39.929986
临沂,北京,3.03,move_out,118.340768,35.072409,116.395645,39.929986
临沂,北京,1.21,move_in,118.340768,35.072409,116.395645,39.929986
滨州,北京,4.65,move_out,117.968292,37.405314,116.395645,39.929986
滨州,北京,2.23,move_in,117.968292,37.405314,116.395645,39.929986
青岛,北京,7.71,move_out,120.384428,36.105215,116.395645,39.929986
青岛,北京,1.65,move_in,120.384428,36.105215,116.395645,39.929986
朔州,北京,7.66,move_out,112.479928,39.337672,116.395645,39.929986
朔州,北京,2.46,move_in,112.479928,39.337672,116.395645,39.929986
晋中,北京,5.27,move_out,112.738514,37.693362,116.395645,39.929986
晋中,北京,1.82,move_in,112.738514,37.693362,116.395645,39.929986
巴中,北京,0.54,move_out,106.757916,31.869189,116.395645,39.929986
巴中,北京,0.58,move_in,106.757916,31.869189,116.395645,39.929986
绵阳,北京,0.49,move_out,104.705519,31.504701,116.395645,39.929986
绵阳,北京,0.52,move_in,104.705519,31.504701,116.395645,39.929986
资阳,北京,0.14,move_in,104.63593,30.132191,116.395645,39.929986
舟山,北京,0.62,move_out,122.169872,30.03601,116.395645,39.929986
舟山,北京,0.65,move_in,122.169872,30.03601,116.395645,39.929986
内江,北京,0.19,move_in,105.073056,29.599462,116.395645,39.929986
淮南,北京,0.83,move_out,117.018639,32.642812,116.395645,39.929986
淮南,北京,0.76,move_in,117.018639,32.642812,116.395645,39.929986
巢湖,北京,1.91,move_out,117.88049,31.608733,116.395645,39.929986
巢湖,北京,1.3,move_in,117.88049,31.608733,116.395645,39.929986
黄山,北京,1.73,move_out,118.29357,29.734435,116.395645,39.929986
淮北,北京,1.04,move_out,116.791447,33.960023,116.395645,39.929986
淮北,北京,0.78,move_in,116.791447,33.960023,116.395645,39.929986
陇南,北京,1.1,move_out,104.934573,33.39448,116.395645,39.929986
广州,北京,0.68,move_out,113.30765,23.120049,116.395645,39.929986
揭阳,北京,0.08,move_out,116.379501,23.547999,116.395645,39.929986
张家口,北京,49.81,move_out,114.893782,40.811188,116.395645,39.929986
张家口,北京,29.67,move_in,114.893782,40.811188,116.395645,39.929986
唐山,北京,24.01,move_out,118.183451,39.650531,116.395645,39.929986
唐山,北京,10.51,move_in,118.183451,39.650531,116.395645,39.929986
邢台,北京,16.92,move_out,114.520487,37.069531,116.395645,39.929986
邢台,北京,6.78,move_in,114.520487,37.069531,116.395645,39.929986
安阳,北京,5.9,move_out,114.351807,36.110267,116.395645,39.929986
安阳,北京,3.02,move_in,114.351807,36.110267,116.395645,39.929986
郑州,北京,2.66,move_out,113.649644,34.75661,116.395645,39.929986
郑州,北京,0.89,move_in,113.649644,34.75661,116.395645,39.929986
驻马店,北京,3.83,move_out,114.049154,32.983158,116.395645,39.929986
驻马店,北京,2.73,move_in,114.049154,32.983158,116.395645,39.929986
宜昌,北京,1.29,move_out,111.310981,30.732758,116.395645,39.929986
宜昌,北京,0.84,move_in,111.310981,30.732758,116.395645,39.929986
黄冈,北京,1.08,move_out,114.906618,30.446109,116.395645,39.929986
黄冈,北京,0.98,move_in,114.906618,30.446109,116.395645,39.929986
益阳,北京,0.39,move_in,112.366547,28.588088,116.395645,39.929986
泰州,北京,0.87,move_out,119.919606,32.476053,116.395645,39.929986
泰州,北京,0.64,move_in,119.919606,32.476053,116.395645,39.929986
宿迁,北京,0.82,move_out,118.296893,33.95205,116.395645,39.929986
宿迁,北京,0.79,move_in,118.296893,33.95205,116.395645,39.929986
朝阳,北京,9.82,move_out,120.446163,41.571828,116.395645,39.929986
朝阳,北京,4.37,move_in,120.446163,41.571828,116.395645,39.929986
营口,北京,4.54,move_out,122.233391,40.668651,116.395645,39.929986
营口,北京,2.3,move_in,122.233391,40.668651,116.395645,39.929986
丹东,北京,5,move_out,124.338543,40.129023,116.395645,39.929986
丹东,北京,1.74,move_in,124.338543,40.129023,116.395645,39.929986
鄂尔多斯,北京,2.42,move_out,109.993706,39.81649,116.395645,39.929986
鄂尔多斯,北京,1.41,move_in,109.993706,39.81649,116.395645,39.929986
延安,北京,1.02,move_out,109.50051,36.60332,116.395645,39.929986
延安,北京,0.76,move_in,109.50051,36.60332,116.395645,39.929986
商洛,北京,0.44,move_out,109.934208,33.873907,116.395645,39.929986
商洛,北京,0.48,move_in,109.934208,33.873907,116.395645,39.929986
济宁,北京,4.21,move_out,116.600798,35.402122,116.395645,39.929986
济宁,北京,1.84,move_in,116.600798,35.402122,116.395645,39.929986
潍坊,北京,4.18,move_out,119.142634,36.716115,116.395645,39.929986
潍坊,北京,1.42,move_in,119.142634,36.716115,116.395645,39.929986
济南,北京,5.3,move_out,117.024967,36.682785,116.395645,39.929986
济南,北京,1.32,move_in,117.024967,36.682785,116.395645,39.929986
上海,北京,2.87,move_out,121.487899,31.249162,116.395645,39.929986
晋城,北京,4.24,move_out,112.867333,35.499834,116.395645,39.929986
晋城,北京,1.98,move_in,112.867333,35.499834,116.395645,39.929986
澳门,北京,1.2,move_out,113.557519,22.204118,116.395645,39.929986
香港,北京,2.3,move_out,114.186124,22.293586,116.395645,39.929986
南充,北京,0.31,move_out,106.105554,30.800965,116.395645,39.929986
南充,北京,0.33,move_in,106.105554,30.800965,116.395645,39.929986
丽水,北京,0.31,move_out,119.929576,28.4563,116.395645,39.929986
绍兴,北京,0.71,move_out,120.592467,30.002365,116.395645,39.929986
湖州,北京,0.5,move_out,120.137243,30.877925,116.395645,39.929986
赤峰,北京,23.44,move_out,118.930761,42.297112,116.395645,39.929986
赤峰,北京,7.49,move_in,118.930761,42.297112,116.395645,39.929986
六安,北京,0.52,move_in,116.505253,31.755558,116.395645,39.929986
池州,北京,1.27,move_out,117.494477,30.660019,116.395645,39.929986
池州,北京,0.69,move_in,117.494477,30.660019,116.395645,39.929986
福州,北京,0.98,move_out,119.330221,26.047125,116.395645,39.929986
汕头,北京,0.16,move_out,116.72865,23.383908,116.395645,39.929986
保定,北京,38.14,move_out,115.49481,38.886565,116.395645,39.929986
保定,北京,22.14,move_in,115.49481,38.886565,116.395645,39.929986
周口,北京,4.44,move_out,114.654102,33.623741,116.395645,39.929986
周口,北京,2.95,move_in,114.654102,33.623741,116.395645,39.929986
南阳,北京,3.04,move_out,112.542842,33.01142,116.395645,39.929986
南阳,北京,2.1,move_in,112.542842,33.01142,116.395645,39.929986
孝感,北京,1.32,move_out,113.935734,30.927955,116.395645,39.929986
孝感,北京,1.01,move_in,113.935734,30.927955,116.395645,39.929986
黄石,北京,1.11,move_out,115.050683,30.216127,116.395645,39.929986
黄石,北京,0.65,move_in,115.050683,30.216127,116.395645,39.929986
张家界,北京,0.99,move_out,110.48162,29.124889,116.395645,39.929986
张家界,北京,1.09,move_in,110.48162,29.124889,116.395645,39.929986
南京,北京,2.26,move_out,118.778074,32.057236,116.395645,39.929986
徐州,北京,1.8,move_out,117.188107,34.271553,116.395645,39.929986
徐州,北京,1.33,move_in,117.188107,34.271553,116.395645,39.929986
无锡,北京,0.97,move_out,120.305456,31.570037,116.395645,39.929986
葫芦岛,北京,18.16,move_out,120.860758,40.74303,116.395645,39.929986
葫芦岛,北京,7.69,move_in,120.860758,40.74303,116.395645,39.929986
鞍山,北京,4.38,move_out,123.007763,41.118744,116.395645,39.929986
鞍山,北京,2.51,move_in,123.007763,41.118744,116.395645,39.929986
呼和浩特,北京,8.46,move_out,111.660351,40.828319,116.395645,39.929986
呼和浩特,北京,4.22,move_in,111.660351,40.828319,116.395645,39.929986
吴忠,北京,0.52,move_out,106.208254,37.993561,116.395645,39.929986
吴忠,北京,0.5,move_in,106.208254,37.993561,116.395645,39.929986
咸阳,北京,0.7,move_out,108.707509,34.345373,116.395645,39.929986
咸阳,北京,0.59,move_in,108.707509,34.345373,116.395645,39.929986
安康,北京,0.86,move_out,109.038045,32.70437,116.395645,39.929986
